sha256,keep,delete,keep_split,delete_split,keep_class,delete_class,class_conflict,cross_split
7194167bb81cd16f863c57cc6c91abfb1314321169f1951f1885b498d7ac5e41,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.279.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.949.jpg,test,val,class1,class22,True,True
8364cb7a517e4ec9883a54edd8a26c17120c423d7557b8d5ba8ed60d59d3b15c,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.29.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.954.jpg,test,val,class1,class22,True,True
6d5ca3540c9180121e2a5957ed8c57223feb3446b322175ad29befca009676d2,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.35.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.942.jpg,test,val,class1,class22,True,True
ff146b14c17c23dcd873d0172324709963a68d0adc0de5d040361a329b2d2a13,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.361_ARS.jpg,data/carbonate_1223/PPL-1223/test/class9/Foam.2.jpg,test,test,class1,class9,True,False
dfd3712c94a426f006c0639631a0b666dc632bd2301f0c991f68cb20b4c7e7ee,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.370.jpg,data/carbonate_1223/PPL-1223/val/class2/Bioclastics.465.jpg,test,val,class1,class2,True,True
7f00c7c4f9a6dfc161ef06e0c0646abc0e826c5d9de4b76b5f828ed8b16fc304,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.375.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.159.jpg,test,test,class1,class2,True,False
838d645c603d1564c2cdb6ef83d89025c6654ff3a68c704b4db18f53b52d1207,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.385.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.938.jpg,test,val,class1,class22,True,True
38624cfaab2818b69d42bff45abfb6d7048efb056b997dc1d8c87b0c169e7b7b,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.401.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.950.jpg,test,val,class1,class22,True,True
458a4629e8624b91dec297dd34fa842f3d07b91b55da77b0773361c2579a4d99,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.41.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.961.jpg,test,val,class1,class22,True,True
3f06429082b90e9d6850de02b35b97fd0e86d22f22f48943f641ed58ab09afcb,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.410.jpg,data/carbonate_1223/PPL-1223/train/class18/Siliceous.2110.jpg,test,train,class1,class18,True,True
03ca93bd84560061632f680f8bf14456afc1279551fe622e5193cebc76b380f5,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.441.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.480.jpg,test,test,class1,class22,True,False
210129da598048b12d32f62975998da1dbc0b85da00ffabd018bc7e3198349be,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.48.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.49.jpg,test,test,class1,class2,True,False
0c9964c7aa1700582247bb70d35895795b92f52d4d9a99c51a299cb67f841f3d,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.482.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.500.jpg,test,test,class1,class22,True,False
03e4dc5531db5db3bdd3a32bd3debbbb2106fd3ed7385fdf390b689d27bd657d,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.484_ARS.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.419_ARS.jpg,test,test,class1,class12,True,False
a646d74acbc3830a62bdd65acb43b6bc0dbf9deb2c71b7fea594e4a9416ca009,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.498_ARS.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.522.jpg,test,test,class1,class22,True,False
eab924fbd662171c1cc601dd0f5c61edc01f15d668f8f1e7dca370618cf24741,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.509.jpg,data/carbonate_1223/PPL-1223/val/class7/Finely_crystalline_dolomite.499.jpg,test,val,class1,class7,True,True
46a3528b7dcd7e66519a9c6124231a28fbe9c21b11c7270c870351d46f29c444,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.51.jpg,data/carbonate_1223/PPL-1223/val/class2/Bioclastics.141.jpg,test,val,class1,class2,True,True
31888d37f022ff10b84826b663ba17decd557beb00ac354c698da9dd84da50d8,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.521.jpg,data/carbonate_1223/PPL-1223/test/class7/Finely_crystalline_dolomite.84.jpg,test,test,class1,class7,True,False
12f56bcf02aa643d77b6114cf6f6004e93c4967e564da04c4e999305fe8c96e8,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.523.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.952.jpg,test,val,class1,class22,True,True
a1681f67ebbb0ba0102be30d87a5617d44a128f77a852df1ad8cf1fd2d4b243a,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.53.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.962.jpg,test,val,class1,class22,True,True
7c9704a3791ac759d2c9b1c0cbcf54a9139e79ce69daec1ae1c00232078e9cc5,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.531.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.605.jpg,test,test,class1,class22,True,False
d1b36d41823b3771cf15cb160d2b8e448cd8541f4f711af95956cc3504dd51c0,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.533.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.755.jpg,test,val,class1,class22,True,True
2a405c8ec85548f8c931e533020afde7580c16581211d5527490f467729a711d,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.537.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.540.jpg,test,val,class1,class19,True,True
684761ad088b28b54de16ad64b3f8a6c391fb3813ef9da1d91bc6536ab054e6d,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.538.jpg,data/carbonate_1223/PPL-1223/test/class19/Stromatolite.228.jpg,test,test,class1,class19,True,False
c0e7009b0cde704f3503eacb772a0b92a5518ab60ac6020ffc73481e308cbdc4,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.539.jpg,data/carbonate_1223/PPL-1223/val/class21/Thrombotolite.588.jpg,test,val,class1,class21,True,True
f05ac559b6723e8a293b90d537868cede1c139b9649ecb075f309215877384f2,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.54.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.53.jpg,test,test,class1,class2,True,False
18695c9e064c8bfce17eab424d2addf02bf3b18dbed5181818d5e018a03d2e37,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.559.jpg,data/carbonate_1223/PPL-1223/val/class18/Siliceous.76.jpg,test,val,class1,class18,True,True
34ee85678c8bfddac69e8a6dcefb16eb2e9583af78f221874bb12f9456933471,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.571.jpg,data/carbonate_1223/PPL-1223/val/class18/Siliceous.77.jpg,test,val,class1,class18,True,True
34ee85678c8bfddac69e8a6dcefb16eb2e9583af78f221874bb12f9456933471,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.571.jpg,data/carbonate_1223/PPL-1223/val/class19/Stromatolite.114.jpg,test,val,class1,class19,True,True
26ff11c58f8b253bf4d9d71f0d3b414deb713919aa4afd3c8d3e4ec8d320008f,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.577.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.263.jpg,test,test,class1,class2,True,False
026d83bf9fac5046c6572acada634b99b9f5c1b755e06cbec4ae8713822dab57,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.580.jpg,data/carbonate_1223/PPL-1223/train/class18/Siliceous.1837.jpg,test,train,class1,class18,True,True
ae77540d15f17a4cb64dc2b654125df54c00258244ad8f24c5f8204e2dd79f93,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.59.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.57.jpg,test,test,class1,class2,True,False
d67d9f7037f2e166361de0696c90fd8899efe83037382012cba00f73a1ec6a33,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.604.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.738.jpg,test,test,class1,class21,True,False
7eb5b89f8fea64ce90ace202ce03963cbb1d476e8810e8a7c1b58a815d39a47f,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.605.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.939.jpg,test,val,class1,class22,True,True
cebf408e41e8ae9a178860c52939f1b27ee8ffc0ff3f18ebc909b6bd9074c9a7,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.607.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.739.jpg,test,test,class1,class21,True,False
8811bbbb74913294167969b37290d8dd94b82d113e4ac04038eac793ff04ed06,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.609.jpg,data/carbonate_1223/PPL-1223/train/class21/Thrombotolite.1970.jpg,test,train,class1,class21,True,True
81933dcc55cde50f51d45588647ba2dda450a560939b7e7d1943301211c5a61b,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.611.jpg,data/carbonate_1223/PPL-1223/test/class9/Foam.81.jpg,test,test,class1,class9,True,False
56f0e95d9eaeb4c80a4b5f82a79a36c0dff82d5527289d0a8c39529c141c4a7f,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.614.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.4.jpg,test,test,class1,class21,True,False
8721ddae62680b417f9b1ca115154f676362e07b2655985db2b8d5ed2237098d,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.618.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.62.jpg,test,test,class1,class21,True,False
25b3329c53feb1ff571362c103765a5d12f1d4cf34c8adf339df51d6773accc8,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.620.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.71.jpg,test,test,class1,class21,True,False
114dc2276d11600fb98cccf56b4c94a8434e77f17a3df66d5e1251cbab1e0e3a,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.622.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.88.jpg,test,test,class1,class21,True,False
d952cfaab53bf6a675d10e3efeec18841fac5185568992c101a5005f267837b2,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.625.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.99.jpg,test,test,class1,class21,True,False
47bdf383169cc546cb8ad32947f53b901f320f231bee0df011adaacedfc27ec3,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.627.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.107.jpg,test,test,class1,class21,True,False
f2d1af5d6519a1e6a1516fca52d94329b98ce4140652e92ea45e4c4a833f88dd,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.629.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.941.jpg,test,val,class1,class22,True,True
5a2cda9456329d057ff005b4449b2fc20d3cdcbcb4b225ebbd35b38e6b6f8517,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.630.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.123.jpg,test,test,class1,class21,True,False
ec53a2797df0a1014bbf66f64706227691b9063909f2d0caabba742fa78b475e,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.635.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.155.jpg,test,test,class1,class21,True,False
d9e17ea1841624c35b0cfa70f0ef9016a758480eb7cc0345cd20cd2d9d57a25a,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.636.jpg,data/carbonate_1223/PPL-1223/test/class21/Thrombotolite.178.jpg,test,test,class1,class21,True,False
4f7e0252264e7835748e000b67169e7fbb204cbec88e121e7d903f28fa8df1bd,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.640.jpg,data/carbonate_1223/PPL-1223/test/class9/Foam.85.jpg,test,test,class1,class9,True,False
7ccb7fa2555ac5e5f884bf9ddb348ef4722590cde88f77a1e893960c879a4fa7,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.65.jpg,data/carbonate_1223/PPL-1223/val/class22/Vug.964.jpg,test,val,class1,class22,True,True
ff22920590835a04c54193cd8e88ba9cce2c91289277a1f678fbe91525a3e859,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.70.jpg,data/carbonate_1223/PPL-1223/test/class1/Arenaceous.71.jpg,test,test,class1,class1,False,False
a1f4dbf7cab88de9bde1258cb2d3e28c8a18480bf3b0d18722acee7c32ed5282,data/carbonate_1223/PPL-1223/test/class10/Fracture.106.jpg,data/carbonate_1223/PPL-1223/val/class12/Micritic_dolomite.100.jpg,test,val,class10,class12,True,True
aa2623971a797b1b34cc095775541b78d2379d93d8daa1aa96815ea3bfbdff94,data/carbonate_1223/PPL-1223/test/class10/Fracture.107.jpg,data/carbonate_1223/PPL-1223/val/class12/Micritic_dolomite.101.jpg,test,val,class10,class12,True,True
0996596fa14b1606a94066644b0b63fe80e804c0b4996203f2550ba582c60891,data/carbonate_1223/PPL-1223/test/class10/Fracture.11.jpg,data/carbonate_1223/PPL-1223/train/class18/Siliceous.775.jpg,test,train,class10,class18,True,True
ce7761b2d8b441fe97b5b4ef189e114a49a8d79c20caf25f0be11001ccda4cec,data/carbonate_1223/PPL-1223/test/class10/Fracture.114.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.87.jpg,test,test,class10,class12,True,False
b24ca2e9b82c547ab6d9d0e9c378be8dd8a1e24ae0d17a8fef847631763abbee,data/carbonate_1223/PPL-1223/test/class10/Fracture.119.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.89.jpg,test,test,class10,class12,True,False
86526e3ebd188b4066ce5f18db61ef36a8b0b1a61579b37ea07066f675d6cafb,data/carbonate_1223/PPL-1223/test/class10/Fracture.121.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.93.jpg,test,test,class10,class12,True,False
56eb6ed176970a442dd6e9cfd6d963dcaf6ab14f3cd9a2e1a47a0f3a680f1eef,data/carbonate_1223/PPL-1223/test/class10/Fracture.123.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.102.jpg,test,test,class10,class12,True,False
aaaf2e24615750f462b7af4a35e95ffef22b380c5d63028c37a0ec9c8d521bea,data/carbonate_1223/PPL-1223/test/class10/Fracture.125.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.104.jpg,test,test,class10,class12,True,False
842c42a91791cde76a670c581376fbb18404953fe9ded4e303589b71d4091b3d,data/carbonate_1223/PPL-1223/test/class10/Fracture.13.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.279.jpg,test,test,class10,class12,True,False
eb4d80b378770652d0d6d3730c22f2c87b105c6ad037a0013fddb1dd0419fcd7,data/carbonate_1223/PPL-1223/test/class10/Fracture.157.jpg,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.181.jpg,test,test,class10,class13,True,False
1f640c4a8b62188064557563e58a56c7777b91722bcb9fe2a4b769510d5b2a6a,data/carbonate_1223/PPL-1223/test/class10/Fracture.17.jpg,data/carbonate_1223/PPL-1223/train/class6/Evaporite.187.jpg,test,train,class10,class6,True,True
b3da322f1e6a58b6f40bb0f3a570a6da2b86b67f6123dcf94813c65b19e56832,data/carbonate_1223/PPL-1223/test/class10/Fracture.31.jpg,data/carbonate_1223/PPL-1223/train/class3/Breccia.546.jpg,test,train,class10,class3,True,True
2ee060beb3a7c10a7ee818a392122e9ade7607b89645e35c1d2d294c593f65c8,data/carbonate_1223/PPL-1223/test/class10/Fracture.34.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.211.jpg,test,test,class10,class12,True,False
cc6a9495e2282774e052f969b126d239f36fcb00b56915c85ffb60fa76229c47,data/carbonate_1223/PPL-1223/test/class10/Fracture.47.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.218.jpg,test,test,class10,class12,True,False
c15d1b0c3ad2f3e98f226a1e3b01f101dd9143e1c6ac49d500c0c1316355b5a7,data/carbonate_1223/PPL-1223/test/class10/Fracture.50.jpg,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.319.jpg,test,test,class10,class13,True,False
78462482457a40a979ddc00b96de643aef30d37550c2e20d13104936edd9e8b2,data/carbonate_1223/PPL-1223/test/class10/Fracture.55.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.412.jpg,test,test,class10,class2,True,True
78462482457a40a979ddc00b96de643aef30d37550c2e20d13104936edd9e8b2,data/carbonate_1223/PPL-1223/test/class10/Fracture.55.jpg,data/carbonate_1223/PPL-1223/val/class13/Micritic_limestone.839.jpg,test,val,class10,class13,True,True
cae99f29e4777fa4907961e816e0c79de9c70dde12fffea41218f9589ff8d4fd,data/carbonate_1223/PPL-1223/test/class10/Fracture.56.jpg,data/carbonate_1223/PPL-1223/test/class2/Bioclastics.417.jpg,test,test,class10,class2,True,False
7dca3c43343f78a860d1b5fbf640aac8a7e0e895487ba6adf05e31baf308aebe,data/carbonate_1223/PPL-1223/test/class10/Fracture.6.jpg,data/carbonate_1223/PPL-1223/val/class12/Micritic_dolomite.209.jpg,test,val,class10,class12,True,True
9e94b096af2904e5363586daed78dcbe7a87ca5f775a80c48af78818a74cebb9,data/carbonate_1223/PPL-1223/test/class10/Fracture.60_ARS.jpg,data/carbonate_1223/PPL-1223/test/class13/_ARS.jpg,test,test,class10,class13,True,False
35d54ea134e5465678aff6847bbc3b2768bc62be09af8695153de41cd09b6195,data/carbonate_1223/PPL-1223/test/class10/Fracture.71.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.391.jpg,test,test,class10,class12,True,False
f54a7cce6b3529ba23e0405a9060e581a61f5e73620f97c3d881c1193a980bb1,data/carbonate_1223/PPL-1223/test/class10/Fracture.73.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.406.jpg,test,test,class10,class12,True,False
2d0f192ad113cfd079ca3c3ab149b6fdab02aafcfacc38eae525fa5ffcedd892,data/carbonate_1223/PPL-1223/test/class10/Fracture.78.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.6_ARS.jpg,test,test,class10,class12,True,True
2d0f192ad113cfd079ca3c3ab149b6fdab02aafcfacc38eae525fa5ffcedd892,data/carbonate_1223/PPL-1223/test/class10/Fracture.78.jpg,data/carbonate_1223/PPL-1223/test/class13/Micritic_limestone.389_ARS.jpg,test,test,class10,class13,True,True
2d0f192ad113cfd079ca3c3ab149b6fdab02aafcfacc38eae525fa5ffcedd892,data/carbonate_1223/PPL-1223/test/class10/Fracture.78.jpg,data/carbonate_1223/PPL-1223/train/class1/Vug.402_ARS.jpg,test,train,class10,class1,True,True
f5a4bd8a817ec5fee383f7d5ac0b236473e5aea70befe4ec003d513290a178f8,data/carbonate_1223/PPL-1223/test/class10/Fracture.80_ARS.jpg,data/carbonate_1223/PPL-1223/val/class13/Micritic_limestone.712.jpg,test,val,class10,class13,True,True
c82cec6e1b0db627ac15444bf421442f05160592fce2be4c408e5b560d1e7aad,data/carbonate_1223/PPL-1223/test/class11/Grape.10.jpg,data/carbonate_1223/PPL-1223/test/class12/Micritic_dolomite.252.jpg,test,test,class11,class12,True,True
c82cec6e1b0db627ac15444bf421442f05160592fce2be4c408e5b560d1e7aad,data/carbonate_1223/PPL-1223/test/class11/Grape.10.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.724.jpg,test,test,class11,class22,True,True
c82cec6e1b0db627ac15444bf421442f05160592fce2be4c408e5b560d1e7aad,data/carbonate_1223/PPL-1223/test/class11/Grape.10.jpg,data/carbonate_1223/PPL-1223/train/class4/Coarse_crystal_dolomite.13.jpg,test,train,class11,class4,True,True
bfc163e62e6f2183d0634efa2b5197bddabfad9179e13be9acbdac334beb4464,data/carbonate_1223/PPL-1223/test/class11/Grape.13.jpg,data/carbonate_1223/PPL-1223/val/class7/Finely_crystalline_dolomite.961.jpg,test,val,class11,class7,True,True
bfc163e62e6f2183d0634efa2b5197bddabfad9179e13be9acbdac334beb4464,data/carbonate_1223/PPL-1223/test/class11/Grape.13.jpg,data/carbonate_1223/PPL-1223/train/class14/Mid_crystalline_dolomite.154.jpg,test,train,class11,class14,True,True
d1466516c93084d19a928def1b2067d9262f930e532e411413f93a308f2291c9,data/carbonate_1223/PPL-1223/test/class11/Grape.16.jpg,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.24.jpg,test,test,class11,class14,True,True
d1466516c93084d19a928def1b2067d9262f930e532e411413f93a308f2291c9,data/carbonate_1223/PPL-1223/test/class11/Grape.16.jpg,data/carbonate_1223/PPL-1223/val/class7/Finely_crystalline_dolomite.963.jpg,test,val,class11,class7,True,True
d0b9fcf931655d3f762a59d146f2172dc124957ebc36c39ed0ed97488a2cfe5c,data/carbonate_1223/PPL-1223/test/class11/Grape.18.jpg,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.26.jpg,test,test,class11,class14,True,False
d0b9fcf931655d3f762a59d146f2172dc124957ebc36c39ed0ed97488a2cfe5c,data/carbonate_1223/PPL-1223/test/class11/Grape.18.jpg,data/carbonate_1223/PPL-1223/test/class7/Finely_crystalline_dolomite.436.jpg,test,test,class11,class7,True,False
849e7b913ba45a4268a63b9ade5f5ee33c68e84d2db0eef0194d5915989e4c9d,data/carbonate_1223/PPL-1223/test/class11/Grape.2.jpg,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.6.jpg,test,test,class11,class14,True,False
849e7b913ba45a4268a63b9ade5f5ee33c68e84d2db0eef0194d5915989e4c9d,data/carbonate_1223/PPL-1223/test/class11/Grape.2.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.697.jpg,test,test,class11,class22,True,False
7c595e2503b8cba81f1f06c36c93bec710557b93cdcee421040bdf2a11324b42,data/carbonate_1223/PPL-1223/test/class11/Grape.20.jpg,data/carbonate_1223/PPL-1223/test/class7/Finely_crystalline_dolomite.438.jpg,test,test,class11,class7,True,True
7c595e2503b8cba81f1f06c36c93bec710557b93cdcee421040bdf2a11324b42,data/carbonate_1223/PPL-1223/test/class11/Grape.20.jpg,data/carbonate_1223/PPL-1223/val/class14/Mid_crystalline_dolomite.69.jpg,test,val,class11,class14,True,True
588c53bd9bab0fa07ddd0c341b3d8e275574768ff78c9b96deb5e7553f023a29,data/carbonate_1223/PPL-1223/test/class11/Grape.22.jpg,data/carbonate_1223/PPL-1223/test/class14/Mid_crystalline_dolomite.29.jpg,test,test,class11,class14,True,True
588c53bd9bab0fa07ddd0c341b3d8e275574768ff78c9b96deb5e7553f023a29,data/carbonate_1223/PPL-1223/test/class11/Grape.22.jpg,data/carbonate_1223/PPL-1223/val/class7/Finely_crystalline_dolomite.964.jpg,test,val,class11,class7,True,True
cfd87995dc457d4dc30a7a6df33e7ddcf148688419ed5d433651972b810a9fc4,data/carbonate_1223/PPL-1223/test/class11/Grape.23.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.688.jpg,test,test,class11,class22,True,True
cfd87995dc457d4dc30a7a6df33e7ddcf148688419ed5d433651972b810a9fc4,data/carbonate_1223/PPL-1223/test/class11/Grape.23.jpg,data/carbonate_1223/PPL-1223/train/class14/Mid_crystalline_dolomite.140.jpg,test,train,class11,class14,True,True
e93dddc27b9a7a1410a9254a92e8f45bcdb50e69e8b3ccdca07e02b4e17f8251,data/carbonate_1223/PPL-1223/test/class11/Grape.29.jpg,data/carbonate_1223/PPL-1223/test/class22/Vug.691.jpg,test,test,class11,class22,True,True
e93dddc27b9a7a1410a9254a92e8f45bcdb50e69e8b3ccdca07e02b4e17f8251,data/carbonate_1223/PPL-1223/test/class11/Grape.29.jpg,data/carbonate_1223/PPL-1223/val/class14/Mid_crystalline_dolomite.60.jpg,test,val,class11,class14,True,True
